Vendor Number,Category Name,Date,Sale (Dollars)
434,NEUTRAL GRAIN SPIRITS,01/27/2023,1525.50
085,STRAIGHT BOURBON WHISKIES,10/24/2023,10672.50
477,IMPORTED CORDIALS & LIQUEURS,09/20/2023,202.50
421,AMERICAN VODKAS,03/17/2023,24027.89
229,AMERICAN DRY GINS,07/03/2023,315.00
346,TEMPORARY & SPECIALTY PACKAGES,10/16/2023,4316.74
305,STRAIGHT RYE WHISKIES,09/18/2023,69.21
434,CREAM LIQUEURS,09/08/2023,171.00
035,100% AGAVE TEQUILA,01/18/2023,22733.71
772,IMPORTED CORDIALS & LIQUEURS,05/25/2023,198.00
085,IMPORTED CORDIALS & LIQUEURS,07/07/2023,150.00
205,AMERICAN FLAVORED VODKA,05/11/2023,8460.29
214,STRAIGHT RYE WHISKIES,02/16/2023,664.27
772,IRISH WHISKIES,02/08/2023,472.50
065,AMERICAN DRY GINS,09/21/2023,188.88
229,WHISKEY LIQUEUR,05/30/2023,58.50
285,SPECIAL ORDER ITEMS,07/06/2023,279.40
301,AMERICAN VODKAS,03/22/2023,75338.36
035,TEMPORARY & SPECIALTY PACKAGES,01/16/2023,2292.48
619,STRAIGHT BOURBON WHISKIES,08/02/2023,6553.86
240,SINGLE MALT SCOTCH,08/22/2023,2355.00
434,AMERICAN SLOE GINS,03/22/2023,333.06
305,AMERICAN VODKAS,04/17/2023,242.25
305,AMERICAN FLAVORED VODKA,03/30/2023,456.00
755,IMPORTED DISTILLED SPIRITS SPECIALTY,09/28/2023,162.00
065,WHITE RUM,08/01/2023,126.00
217,IRISH WHISKIES,06/20/2023,26294.40
434,COCKTAILS/RTD,10/25/2023,310.68
085,SINGLE BARREL BOURBON WHISKIES,02/13/2023,207.00
370,COFFEE LIQUEURS,07/18/2023,3827.57
305,IRISH WHISKIES,10/18/2023,645.12
260,IMPORTED DRY GINS,03/03/2023,8382.11
662,AMERICAN CORDIALS & LIQUEURS,10/05/2023,182.16
380,IRISH WHISKIES,09/08/2023,362.64
065,AMERICAN DRY GINS,07/07/2023,244.44
260,FLAVORED RUM,03/01/2023,2509.77
755,IMPORTED DRY GINS,09/15/2023,432.00
472,100% AGAVE TEQUILA,06/16/2023,3190.22
434,AMERICAN BRANDIES,10/03/2023,3173.59
085,BOTTLED IN BOND BOURBON,07/24/2023,262.43
421,FLAVORED RUM,09/12/2023,216.60
654,AMERICAN DRY GINS,08/29/2023,270.00
558,IMPORTED CORDIALS & LIQUEURS,05/19/2023,28.01
434,AMERICAN DRY GINS,01/19/2023,1606.92
619,TEMPORARY & SPECIALTY PACKAGES,05/05/2023,180.00
035,IRISH WHISKIES,08/23/2023,363.87
260,TEMPORARY & SPECIALTY PACKAGES,06/03/2023,2035.83
035,STRAIGHT BOURBON WHISKIES,02/28/2023,918.75
434,NEUTRAL GRAIN SPIRITS,01/10/2023,1120.50
370,AMERICAN DISTILLED SPIRITS SPECIALTY,09/19/2023,1470.75
300,AMERICAN DRY GINS,04/05/2023,71.04
259,CANADIAN WHISKIES,09/04/2023,823.56
380,SPICED RUM,08/28/2023,180.00
260,CREAM LIQUEURS,04/13/2023,8801.38
260,IMPORTED DRY GINS,08/18/2023,4966.11
421,MIXTO TEQUILA,05/02/2023,7154.55
205,IMPORTED CORDIALS & LIQUEURS,02/27/2023,378.00
259,STRAIGHT BOURBON WHISKIES,02/10/2023,12842.85
305,FLAVORED RUM,07/03/2023,760.86
370,IRISH WHISKIES,06/23/2023,25711.84
482,AGED DARK RUM,04/17/2023,1137.75
065,MIXTO TEQUILA,08/24/2023,2775.00
195,AMERICAN VODKAS,10/27/2023,1305.57
351,AMERICAN CORDIALS & LIQUEURS,10/09/2023,149.94
285,COCKTAILS/RTD,04/11/2023,670.56
346,TEMPORARY & SPECIALTY PACKAGES,09/08/2023,3508.50
525,CORN WHISKIES,02/16/2023,31.13
434,AMERICAN BRANDIES,02/06/2023,3148.73
421,IMPORTED CORDIALS & LIQUEURS,09/13/2023,2665.56
368,IMPORTED CORDIALS & LIQUEURS,10/10/2023,6804.00
125,TEMPORARY & SPECIALTY PACKAGES,03/29/2023,434.28
421,GOLD RUM,06/03/2023,229.50
978,AMERICAN DRY GINS,05/01/2023,446.40
065,SINGLE MALT SCOTCH,05/24/2023,1434.00
305,IMPORTED VODKAS,02/09/2023,307.50
712,FLAVORED RUM,01/17/2023,20.99
420,IMPORTED BRANDIES,02/10/2023,28340.02
065,IMPORTED CORDIALS & LIQUEURS,01/16/2023,258.60
065,TEMPORARY & SPECIALTY PACKAGES,10/24/2023,4266.00
266,SCOTCH WHISKIES,03/06/2023,279.90
380,AMERICAN DRY GINS,02/08/2023,16.50
368,IMPORTED DISTILLED SPIRITS SPECIALTY,02/13/2023,520.56
065,COCKTAILS/RTD,04/04/2023,1169.35
785,SPECIAL ORDER ITEMS,05/11/2023,132.30
421,WHISKEY LIQUEUR,03/27/2023,80187.59
448,AMERICAN FLAVORED VODKA,06/12/2023,147.00
395,SPICED RUM,05/02/2023,2499.75
346,TENNESSEE WHISKIES,03/23/2023,3136.50
357,TEMPORARY & SPECIALTY PACKAGES,08/21/2023,767.64
421,BLENDED WHISKIES,07/28/2023,972.45
035,WHITE RUM,08/04/2023,15790.29
421,COFFEE LIQUEURS,03/09/2023,433.08
420,SINGLE MALT SCOTCH,10/25/2023,3511.54
536,BLENDED WHISKIES,02/21/2023,112.50
115,STRAIGHT RYE WHISKIES,09/29/2023,126.00
902,COCKTAILS/RTD,08/31/2023,336.69
300,AMERICAN FLAVORED VODKA,08/25/2023,570.04
297,AMERICAN DRY GINS,01/30/2023,629.16
035,GOLD RUM,06/02/2023,1479.90
775,100% AGAVE TEQUILA,07/03/2023,599.94
065,100% AGAVE TEQUILA,06/03/2023,4966.05
926,BLENDED WHISKIES,09/27/2023,236.25
395,MIXTO TEQUILA,01/27/2023,24008.70
395,CANADIAN WHISKIES,09/25/2023,1342.50
260,CANADIAN WHISKIES,09/21/2023,79651.25
391,IMPORTED CORDIALS & LIQUEURS,08/16/2023,3396.60
434,CANADIAN WHISKIES,04/18/2023,885.85
065,IMPORTED DRY GINS,09/14/2023,307.08
266,STRAIGHT BOURBON WHISKIES,05/02/2023,284.52
370,IMPORTED VODKAS,02/24/2023,12626.62
472,100% AGAVE TEQUILA,08/07/2023,2465.17
259,AMERICAN FLAVORED VODKA,05/11/2023,9126.00
308,COCKTAILS/RTD,03/20/2023,1422.00
195,AMERICAN VODKAS,03/09/2023,1362.51
421,CREAM LIQUEURS,09/14/2023,5007.06
305,IMPORTED DISTILLED SPIRITS SPECIALTY,06/06/2023,329.94
205,WHITE RUM,01/09/2023,20.25
654,AMERICAN DRY GINS,04/11/2023,135.00
525,BLENDED WHISKIES,02/09/2023,33.00
654,AMERICAN VODKAS,06/23/2023,121.50
370,SPECIAL ORDER ITEMS,06/28/2023,296.88
772,FLAVORED GIN,06/13/2023,540.00
240,100% AGAVE TEQUILA,01/09/2023,1720.50
492,BOTTLED IN BOND BOURBON,10/10/2023,581.81
300,CREAM LIQUEURS,01/27/2023,1801.26
259,CREAM LIQUEURS,09/28/2023,1095.00
154,STRAIGHT BOURBON WHISKIES,09/28/2023,1436.64
205,100% AGAVE TEQUILA,01/18/2023,1062.00
154,BLENDED WHISKIES,01/25/2023,865.72
300,BOTTLED IN BOND BOURBON,08/03/2023,2160.00
154,AMERICAN DISTILLED SPIRITS SPECIALTY,08/29/2023,221.70
065,IMPORTED FLAVORED VODKA,03/13/2023,1721.25
421,IMPORTED CORDIALS & LIQUEURS,08/07/2023,6389.58
564,BLENDED WHISKIES,10/10/2023,57.82
214,STRAIGHT RYE WHISKIES,07/06/2023,1927.01
460,100% AGAVE TEQUILA,08/01/2023,159.75
192,100% AGAVE TEQUILA,05/03/2023,11075.01
255,BLENDED WHISKIES,03/15/2023,1701.14
214,TEMPORARY & SPECIALTY PACKAGES,05/01/2023,1800.00
420,SINGLE MALT SCOTCH,06/03/2023,530.88
421,WHITE RUM,07/21/2023,917.76
421,STRAIGHT BOURBON WHISKIES,08/22/2023,7588.81
421,WHITE RUM,08/16/2023,1081.62
300,AMERICAN VODKAS,03/24/2023,17403.30
389,IMPORTED DRY GINS,08/01/2023,419.58
566,AMERICAN VODKAS,07/07/2023,479.20
368,IMPORTED CORDIALS & LIQUEURS,04/17/2023,5161.59
085,TENNESSEE WHISKIES,10/04/2023,48081.28
389,IMPORTED DRY GINS,04/18/2023,449.55
389,GOLD RUM,04/17/2023,269.55
297,AMERICAN DRY GINS,09/19/2023,674.92
421,IMPORTED VODKAS,08/02/2023,33485.12
260,SPICED RUM,07/04/2023,170.88
346,NEUTRAL GRAIN SPIRITS,06/23/2023,292.54
380,SINGLE MALT SCOTCH,04/11/2023,66.00
266,SINGLE MALT SCOTCH,06/29/2023,1046.86
306,COCKTAILS/RTD,03/20/2023,178.50
777,AMERICAN VODKAS,07/05/2023,7153.25
617,AMERICAN VODKAS,03/28/2023,453.60
434,AMERICAN SLOE GINS,07/18/2023,128.10
434,WHITE RUM,09/14/2023,3066.27
065,IRISH WHISKIES,05/19/2023,141.75
065,IMPORTED CORDIALS & LIQUEURS,09/26/2023,379.28
300,BOTTLED IN BOND BOURBON,10/17/2023,360.00
578,AMERICAN DISTILLED SPIRITS SPECIALTY,08/04/2023,1151.44
492,STRAIGHT BOURBON WHISKIES,09/21/2023,315.84
420,IMPORTED VODKAS,02/15/2023,553.26
240,IMPORTED CORDIALS & LIQUEURS,09/08/2023,1506.00
255,AMERICAN FLAVORED VODKA,01/16/2023,96.84
035,WHITE RUM,05/03/2023,37872.51
065,TRIPLE SEC,05/17/2023,511.00
305,BLENDED WHISKIES,09/06/2023,356.64
492,TEMPORARY & SPECIALTY PACKAGES,10/24/2023,327.75
260,IMPORTED FLAVORED VODKA,10/23/2023,7510.22
395,COCKTAILS/RTD,09/11/2023,8000.67
421,AGED DARK RUM,02/08/2023,459.54
421,WHITE RUM,07/08/2023,1950.90
260,WHITE RUM,03/30/2023,148.68
259,SPICED RUM,08/22/2023,8972.34
346,NEUTRAL GRAIN SPIRITS,01/27/2023,234.00
205,WHITE RUM,01/20/2023,216.75
384,NEUTRAL GRAIN SPIRITS,05/08/2023,120.75
065,IMPORTED DRY GINS,03/20/2023,663.66
654,AMERICAN FLAVORED VODKA,02/01/2023,264.60
065,COCKTAILS/RTD,09/22/2023,1212.30
300,IMPORTED DRY GINS,09/15/2023,262.50
260,100% AGAVE TEQUILA,07/03/2023,51123.66
421,IRISH WHISKIES,08/14/2023,47.25
525,AMERICAN DISTILLED SPIRITS SPECIALTY,09/18/2023,27.23
420,TEMPORARY & SPECIALTY PACKAGES,10/30/2023,2368.35
492,STRAIGHT BOURBON WHISKIES,08/21/2023,315.84
389,IMPORTED CORDIALS & LIQUEURS,10/03/2023,2113.53
065,COCKTAILS/RTD,03/20/2023,1763.00
260,SCOTCH WHISKIES,10/10/2023,26429.95
421,MEZCAL,07/03/2023,298.35
338,BLENDED WHISKIES,10/10/2023,149.94
065,CANADIAN WHISKIES,08/24/2023,3583.38
434,AMERICAN SLOE GINS,05/19/2023,153.72
125,STRAIGHT BOURBON WHISKIES,05/09/2023,13619.35
259,SPECIAL ORDER ITEMS,09/26/2023,558.00
421,AMERICAN CORDIALS & LIQUEURS,07/08/2023,8452.95
116,AMERICAN DISTILLED SPIRITS SPECIALTY,04/18/2023,317.25
305,STRAIGHT RYE WHISKIES,02/23/2023,270.00
395,SPICED RUM,10/06/2023,1528.50
115,STRAIGHT BOURBON WHISKIES,02/07/2023,252.00
434,CANADIAN WHISKIES,05/11/2023,956.55
192,TEMPORARY & SPECIALTY PACKAGES,09/08/2023,295.14
125,AMERICAN BRANDIES,04/11/2023,60.00
300,IMPORTED DRY GINS,06/21/2023,450.00
654,CREAM LIQUEURS,08/24/2023,675.00
619,MEZCAL,05/22/2023,30.00
370,AMERICAN DRY GINS,03/28/2023,3628.17
065,SINGLE BARREL BOURBON WHISKIES,01/10/2023,58.24
035,STRAIGHT BOURBON WHISKIES,04/24/2023,1832.53
115,IMPORTED DISTILLED SPIRITS SPECIALTY,08/16/2023,607.50
240,IMPORTED CORDIALS & LIQUEURS,08/24/2023,288.00
434,AMERICAN BRANDIES,02/03/2023,3934.71
065,MIXTO TEQUILA,02/17/2023,913.50
368,IMPORTED DRY GINS,04/28/2023,157.44
525,AGED DARK RUM,04/10/2023,396.00
260,TEMPORARY & SPECIALTY PACKAGES,01/25/2023,12940.87
259,CREAM LIQUEURS,03/20/2023,410.25
260,IMPORTED CORDIALS & LIQUEURS,10/09/2023,11420.60
568,AMERICAN VODKAS,01/03/2023,494.76
065,AMERICAN BRANDIES,08/24/2023,33.75
260,SPECIAL ORDER ITEMS,02/21/2023,423.00
777,AMERICAN VODKAS,01/04/2023,5114.28
448,SINGLE MALT SCOTCH,01/05/2023,112.50
421,100% AGAVE TEQUILA,01/16/2023,14321.77
384,NEUTRAL GRAIN SPIRITS,06/12/2023,207.00
421,CANADIAN WHISKIES,10/19/2023,12746.73
368,TENNESSEE WHISKIES,06/01/2023,528.00
130,SPECIAL ORDER ITEMS,04/05/2023,58.83
259,AMERICAN BRANDIES,08/30/2023,1848.94
380,SPECIAL ORDER ITEMS,07/08/2023,14.00
395,100% AGAVE TEQUILA,10/27/2023,9201.67
380,WHITE RUM,04/05/2023,144.00
305,COCKTAILS/RTD,01/13/2023,935.68
085,STRAIGHT RYE WHISKIES,07/28/2023,211.50
473,STRAIGHT BOURBON WHISKIES,01/24/2023,660.12
259,STRAIGHT BOURBON WHISKIES,02/16/2023,6419.82
777,WHITE RUM,03/14/2023,76.98
255,STRAIGHT RYE WHISKIES,09/29/2023,2549.13
380,AMERICAN DRY GINS,06/27/2023,144.00
118,AMERICAN FLAVORED VODKA,01/17/2023,360.00
065,AMERICAN CORDIALS & LIQUEURS,02/10/2023,253.28
214,STRAIGHT BOURBON WHISKIES,05/31/2023,525.00
619,IMPORTED CORDIALS & LIQUEURS,07/10/2023,9635.25
619,AMERICAN CORDIALS & LIQUEURS,10/19/2023,2294.25
065,AMERICAN CORDIALS & LIQUEURS,07/06/2023,1759.46
300,BLENDED WHISKIES,09/05/2023,301.92
305,IMPORTED DRY GINS,10/11/2023,135.00
566,AMERICAN VODKAS,03/08/2023,607.20
666,AMERICAN FLAVORED VODKA,06/07/2023,355.32
619,CANADIAN WHISKIES,02/09/2023,231.00
255,100% AGAVE TEQUILA,03/01/2023,203.92
305,WHISKEY LIQUEUR,09/13/2023,787.50
065,BLENDED WHISKIES,07/13/2023,4261.15
421,STRAIGHT BOURBON WHISKIES,02/10/2023,7558.02
434,AMERICAN CORDIALS & LIQUEURS,09/07/2023,1824.74
035,COCKTAILS/RTD,07/26/2023,443.30
085,IRISH WHISKIES,03/20/2023,44.98
391,COFFEE LIQUEURS,09/14/2023,49.98
772,AMERICAN FLAVORED VODKA,05/02/2023,1830.00
536,BLENDED WHISKIES,04/11/2023,37.50
229,WHITE RUM,10/23/2023,141.60
492,STRAIGHT BOURBON WHISKIES,01/05/2023,863.91
564,AMERICAN DRY GINS,03/02/2023,239.76
259,STRAIGHT RYE WHISKIES,06/08/2023,801.00
492,BLENDED WHISKIES,07/24/2023,1321.50
260,AMERICAN FLAVORED VODKA,01/11/2023,8258.49
266,GOLD RUM,01/23/2023,48.75
645,STRAIGHT BOURBON WHISKIES,10/12/2023,90.00
115,IMPORTED DISTILLED SPIRITS SPECIALTY,05/11/2023,830.25
654,AMERICAN FLAVORED VODKA,06/22/2023,506.25
654,AMERICAN FLAVORED VODKA,06/07/2023,243.00
772,IMPORTED CORDIALS & LIQUEURS,07/06/2023,874.50
259,AMERICAN BRANDIES,07/05/2023,2014.68
287,MEZCAL,01/30/2023,189.00
370,FLAVORED GIN,02/23/2023,151.40
305,AMERICAN CORDIALS & LIQUEURS,01/31/2023,568.31
255,TEMPORARY & SPECIALTY PACKAGES,05/08/2023,82.72
192,100% AGAVE TEQUILA,09/15/2023,7923.48
297,AMERICAN DRY GINS,03/17/2023,197.78
786,TEMPORARY & SPECIALTY PACKAGES,06/30/2023,314.82
214,STRAIGHT BOURBON WHISKIES,06/09/2023,225.00
240,100% AGAVE TEQUILA,07/11/2023,1581.75
619,MEZCAL,03/16/2023,180.00
266,SINGLE MALT SCOTCH,01/19/2023,3828.72
389,IMPORTED CORDIALS & LIQUEURS,07/28/2023,16.47
035,SCOTCH WHISKIES,07/30/2023,238.50
536,STRAIGHT BOURBON WHISKIES,03/27/2023,112.50
260,IMPORTED VODKAS,07/14/2023,3932.17
370,TEMPORARY & SPECIALTY PACKAGES,01/30/2023,1550.30
342,IMPORTED CORDIALS & LIQUEURS,09/11/2023,16.50
434,GOLD RUM,06/06/2023,1303.33
065,100% AGAVE TEQUILA,07/05/2023,15819.87
115,FLAVORED GIN,03/28/2023,156.00
421,TEMPORARY & SPECIALTY PACKAGES,05/01/2023,912.00
421,COFFEE LIQUEURS,01/18/2023,298.42
195,AMERICAN VODKAS,02/02/2023,1528.47
389,SCOTCH WHISKIES,07/26/2023,283.32
481,AMERICAN DISTILLED SPIRITS SPECIALTY,07/07/2023,364.80
619,BOTTLED IN BOND BOURBON,07/11/2023,765.00
255,IMPORTED BRANDIES,06/29/2023,230.86
395,SPICED RUM,07/21/2023,2578.50
434,AMERICAN SCHNAPPS,10/18/2023,2964.84
259,IMPORTED CORDIALS & LIQUEURS,05/12/2023,527.46
065,IMPORTED FLAVORED VODKA,03/16/2023,496.50
654,FLAVORED GIN,09/08/2023,2520.00
305,FLAVORED RUM,03/17/2023,409.24
065,FLAVORED RUM,03/06/2023,1635.00
380,AMERICAN VODKAS,02/17/2023,3521.85
085,WHITE RUM,06/30/2023,40.50
325,STRAIGHT BOURBON WHISKIES,02/16/2023,180.00
826,AMERICAN VODKAS,10/30/2023,364.56
568,COCKTAILS/RTD,10/19/2023,33.72
121,WHISKEY LIQUEUR,01/08/2023,118.56
395,BLENDED WHISKIES,03/06/2023,431.37
260,WHITE RUM,09/28/2023,452.58
308,COCKTAILS/RTD,10/26/2023,107.25
380,AMERICAN FLAVORED VODKA,02/02/2023,4667.41
380,TEMPORARY & SPECIALTY PACKAGES,06/29/2023,102.64
342,100% AGAVE TEQUILA,05/03/2023,952.50
434,MIXTO TEQUILA,01/17/2023,1363.18
118,STRAIGHT RYE WHISKIES,04/11/2023,762.06
434,100% AGAVE TEQUILA,01/27/2023,360.00
065,AMERICAN VODKAS,03/29/2023,2079.00
589,IMPORTED BRANDIES,09/08/2023,396.00
434,GOLD RUM,01/13/2023,1177.90
065,BOTTLED IN BOND BOURBON,06/23/2023,364.50
346,NEUTRAL GRAIN SPIRITS FLAVORED,05/17/2023,14494.64
260,CANADIAN WHISKIES,10/11/2023,251822.37
035,SCOTCH WHISKIES,01/03/2023,3018.75
115,STRAIGHT RYE WHISKIES,06/14/2023,94.50
755,TEMPORARY & SPECIALTY PACKAGES,03/06/2023,-90.21
772,BLENDED WHISKIES,10/05/2023,3037.50
434,100% AGAVE TEQUILA,03/23/2023,3198.00
065,FLAVORED RUM,07/31/2023,1781.26
255,STRAIGHT RYE WHISKIES,06/22/2023,1497.40
421,BLENDED WHISKIES,01/30/2023,2348.25
305,IMPORTED CORDIALS & LIQUEURS,06/05/2023,170.88
421,100% AGAVE TEQUILA,03/13/2023,4002.27
259,AMERICAN CORDIALS & LIQUEURS,06/12/2023,1845.00
035,IRISH WHISKIES,10/31/2023,83.97
421,TEMPORARY & SPECIALTY PACKAGES,03/22/2023,1702.89
370,FLAVORED RUM,03/27/2023,13080.95
521,AMERICAN FLAVORED VODKA,05/08/2023,689.52
654,FLAVORED GIN,10/20/2023,1811.25
255,AMERICAN VODKAS,02/20/2023,2149.11
421,GOLD RUM,04/26/2023,117.00
260,STRAIGHT BOURBON WHISKIES,02/12/2023,314.88
154,AMERICAN DISTILLED SPIRITS SPECIALTY,07/06/2023,922.26
035,100% AGAVE TEQUILA,01/23/2023,20686.44
121,WHISKEY LIQUEUR,01/03/2023,434.72
085,BOTTLED IN BOND BOURBON,01/11/2023,37.49
305,IMPORTED CORDIALS & LIQUEURS,07/06/2023,1331.89
065,FLAVORED RUM,02/07/2023,2043.00
380,COFFEE LIQUEURS,05/01/2023,38.25
229,WHITE RUM,02/16/2023,1699.20
566,TEMPORARY & SPECIALTY PACKAGES,02/16/2023,409.50
085,TENNESSEE WHISKIES,03/01/2023,40386.73
259,STRAIGHT BOURBON WHISKIES,08/28/2023,5175.66
368,SPECIAL ORDER ITEMS,01/04/2023,671.04
035,WHITE RUM,09/01/2023,15441.18
346,TEMPORARY & SPECIALTY PACKAGES,08/11/2023,1872.00
434,SPICED RUM,07/20/2023,360.00
338,CREAM LIQUEURS,02/06/2023,44.62
125,STRAIGHT BOURBON WHISKIES,09/08/2023,11652.91
065,TRIPLE SEC,09/15/2023,189.00
035,IMPORTED CORDIALS & LIQUEURS,07/24/2023,12004.92
255,100% AGAVE TEQUILA,06/30/2023,734.71
305,SPECIAL ORDER ITEMS,09/27/2023,406.80
035,COCKTAILS/RTD,01/31/2023,290.14
525,BLENDED WHISKIES,08/16/2023,99.00
306,AMERICAN DRY GINS,06/20/2023,436.68
154,AMERICAN VODKAS,08/25/2023,1035.12
240,SPICED RUM,07/20/2023,534.56
451,WHITE RUM,01/27/2023,22.50
421,100% AGAVE TEQUILA,03/28/2023,6570.76
368,WHITE RUM,05/24/2023,256.50
259,CORN WHISKIES,04/12/2023,378.00
259,AMERICAN FLAVORED VODKA,08/09/2023,6054.75
035,IMPORTED DRY GINS,04/27/2023,3093.18
785,IMPORTED DRY GINS,01/03/2023,140.40
035,100% AGAVE TEQUILA,04/26/2023,31623.33
611,100% AGAVE TEQUILA,08/16/2023,252.00
300,BLENDED WHISKIES,04/26/2023,305.76
240,IMPORTED VODKAS,07/17/2023,605.04
115,AMERICAN FLAVORED VODKA,02/17/2023,712.20
300,AMERICAN FLAVORED VODKA,04/12/2023,1484.06
260,COFFEE LIQUEURS,10/31/2023,157.44
368,100% AGAVE TEQUILA,08/01/2023,247.64
641,AMERICAN CORDIALS & LIQUEURS,02/07/2023,65.04
205,AMERICAN CORDIALS & LIQUEURS,01/12/2023,168.00
065,STRAIGHT RYE WHISKIES,05/19/2023,1558.47
395,IMPORTED FLAVORED VODKA,03/31/2023,507.96
978,STRAIGHT BOURBON WHISKIES,04/27/2023,42.51
434,AMERICAN DRY GINS,06/07/2023,1518.15
917,TEMPORARY & SPECIALTY PACKAGES,09/18/2023,160.50
395,MIXTO TEQUILA,04/26/2023,22095.95
492,STRAIGHT BOURBON WHISKIES,04/05/2023,414.00
205,CREAM LIQUEURS,08/18/2023,5534.74
287,STRAIGHT RYE WHISKIES,03/13/2023,220.50
065,CANADIAN WHISKIES,03/21/2023,4879.74
260,CREAM LIQUEURS,09/20/2023,8914.02
115,TEMPORARY & SPECIALTY PACKAGES,08/22/2023,480.00
255,IMPORTED VODKAS,08/24/2023,82.72
370,IMPORTED FLAVORED VODKA,06/22/2023,7699.08
384,NEUTRAL GRAIN SPIRITS FLAVORED,07/31/2023,731.91
421,BOTTLED IN BOND BOURBON,05/12/2023,1248.00
391,IRISH WHISKIES,08/23/2023,120.24
421,STRAIGHT RYE WHISKIES,01/16/2023,1067.22
346,TEMPORARY & SPECIALTY PACKAGES,04/10/2023,253.50
421,SCOTCH WHISKIES,01/03/2023,3120.26
888,AMERICAN VODKAS,09/01/2023,612.00
306,COCKTAILS/RTD,02/03/2023,153.00
260,SCOTCH WHISKIES,02/06/2023,7700.76
305,IMPORTED DISTILLED SPIRITS SPECIALTY,05/15/2023,429.00
260,IMPORTED SCHNAPPS,04/05/2023,8513.51
205,AMERICAN VODKAS,07/07/2023,8077.78
395,MIXTO TEQUILA,05/12/2023,30339.00
619,CANADIAN WHISKIES,03/02/2023,51.75
421,TRIPLE SEC,08/18/2023,48.00
260,SINGLE MALT SCOTCH,06/15/2023,1559.90
566,AMERICAN VODKAS,04/20/2023,428.40
380,TEMPORARY & SPECIALTY PACKAGES,04/12/2023,25.28
594,AMERICAN DISTILLED SPIRITS SPECIALTY,09/21/2023,900.00
370,IMPORTED VODKAS,06/26/2023,12386.97
205,AMERICAN DRY GINS,07/11/2023,1802.24
293,IMPORTED DISTILLED SPIRITS SPECIALTY,03/24/2023,376.40
085,TENNESSEE WHISKIES,08/09/2023,77545.80
434,AMERICAN VODKAS,05/30/2023,20350.41
214,STRAIGHT BOURBON WHISKIES,05/05/2023,187.50
336,AMERICAN CORDIALS & LIQUEURS,03/23/2023,19.98
259,AMERICAN CORDIALS & LIQUEURS,03/16/2023,513.00
065,IMPORTED CORDIALS & LIQUEURS,08/07/2023,706.84
065,AMERICAN SCHNAPPS,01/17/2023,8503.53
259,WHISKEY LIQUEUR,06/08/2023,175.89
978,IMPORTED VODKAS,06/12/2023,285.12
380,CANADIAN WHISKIES,03/10/2023,514.14
395,IRISH WHISKIES,03/17/2023,1180.50
273,AMERICAN VODKAS,10/31/2023,112.50
558,IMPORTED CORDIALS & LIQUEURS,10/30/2023,56.02
240,SCOTCH WHISKIES,01/26/2023,3966.90
240,100% AGAVE TEQUILA,09/27/2023,1129.50
240,100% AGAVE TEQUILA,03/02/2023,1287.00
434,MIXTO TEQUILA,05/01/2023,17521.20
085,TENNESSEE WHISKIES,06/22/2023,35202.34
978,AMERICAN DRY GINS,04/13/2023,535.68
363,IMPORTED CORDIALS & LIQUEURS,02/17/2023,328.79
259,STRAIGHT BOURBON WHISKIES,03/20/2023,7053.78
260,IMPORTED CORDIALS & LIQUEURS,05/19/2023,18.74
772,AMERICAN CORDIALS & LIQUEURS,07/31/2023,1095.81
420,IMPORTED BRANDIES,01/04/2023,32909.95
065,AMERICAN CORDIALS & LIQUEURS,02/16/2023,1346.32
342,FLAVORED GIN,07/18/2023,429.00
619,STRAIGHT RYE WHISKIES,10/09/2023,427.50
125,SINGLE MALT SCOTCH,10/05/2023,268.56
434,100% AGAVE TEQUILA,04/11/2023,2494.50
755,STRAIGHT BOURBON WHISKIES,07/03/2023,19.26
370,IMPORTED DRY GINS,07/05/2023,1956.41
260,AGED DARK RUM,03/30/2023,68.98
305,IMPORTED CORDIALS & LIQUEURS,06/22/2023,52.92
065,STRAIGHT RYE WHISKIES,06/28/2023,1716.36
205,AMERICAN VODKAS,02/23/2023,8927.93
389,SPECIAL ORDER ITEMS,07/11/2023,292.32
154,AMERICAN VODKAS,08/29/2023,3471.00
154,BLENDED WHISKIES,05/19/2023,671.56
826,AMERICAN VODKAS,08/24/2023,33.76
154,AMERICAN DISTILLED SPIRITS SPECIALTY,10/22/2023,288.00
434,SINGLE BARREL BOURBON WHISKIES,03/13/2023,4680.00
338,CREAM LIQUEURS,01/06/2023,89.24
434,IMPORTED DISTILLED SPIRITS SPECIALTY,10/23/2023,2016.96
240,IRISH WHISKIES,01/11/2023,1401.00
260,CREAM LIQUEURS,01/23/2023,3487.97
654,FLAVORED GIN,04/13/2023,1916.25
035,IMPORTED DISTILLED SPIRITS SPECIALTY,10/04/2023,142.77
368,IMPORTED CORDIALS & LIQUEURS,06/23/2023,4735.89
240,SINGLE MALT SCOTCH,07/17/2023,2895.00
065,IMPORTED VODKAS,02/06/2023,153.75
380,SPICED RUM,05/25/2023,270.00
260,IMPORTED SCHNAPPS,05/25/2023,13134.25
826,AMERICAN VODKAS,03/28/2023,60.00
192,100% AGAVE TEQUILA,09/11/2023,8080.15
384,AMERICAN DISTILLED SPIRITS SPECIALTY,07/28/2023,51.48
085,IRISH WHISKIES,05/15/2023,134.94
421,BLENDED WHISKIES,07/08/2023,403.95
115,AMERICAN FLAVORED VODKA,10/19/2023,1635.00
642,TEMPORARY & SPECIALTY PACKAGES,06/05/2023,90.00
